title,date,source,link,description
JD Vance once said conspiracy theories were idiotic. As Trump's VP pick he is embracing them - The Associated Press,"Fri, 20 Sep 2024 20:39:00 GMT",The Associated Press,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNaG9xVHp4d1BCU1Y0dW1HRGxuRUU2d2x3Ny1pTFYtbFhsak0tRno3U3NHaDY3aWV4LWFPT0tPYWtVUTF3WWFmenFTak5zQldHQmwydUtQQzdScUxJWlMtWk14VHZjUkoteDRtRjB5UG0wRHYwcUY3a0RVaDdTNmFETUE3TkR0MFVJcW5KSmQtWndsZmVwaXFLT1pmT3hhUFRfS2E0S3hHQTBKdm8?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxNaG9xVHp4d1BCU1Y0dW1HRGxuRUU2d2x3Ny1pTFYtbFhsak0tRno3U3NHaDY3aWV4LWFPT0tPYWtVUTF3WWFmenFTak5zQldHQmwydUtQQzdScUxJWlMtWk14VHZjUkoteDRtRjB5UG0wRHYwcUY3a0RVaDdTNmFETUE3TkR0MFVJcW5KSmQtWndsZmVwaXFLT1pmT3hhUFRfS2E0S3hHQTBKdm8?oc=5"" target=""_blank"">JD Vance once said conspiracy theories were idiotic. As Trump's VP pick he is embracing them</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Associated Press</font>"
Opinion | I’m the Republican Governor of Ohio. Here Is the Truth About Springfield. - The New York Times,"Fri, 20 Sep 2024 09:04:09 GMT",The New York Times,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPSFoxbU5RSG9xc1RFZGNuVnV0bmxDVE82TFNEYkZtTUtINjM1SzY2NkpVMzIzNTh0TktWREN4TGVTWXhreFk2OHRmTjdacFAydjN3RlpxWEZYYW54TUxYQWJBaUd6MDRDaHhUYTB6MXpsTHc1OUZQN2JFM3NEejJDaVNDakhsbFgz?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxPSFoxbU5RSG9xc1RFZGNuVnV0bmxDVE82TFNEYkZtTUtINjM1SzY2NkpVMzIzNTh0TktWREN4TGVTWXhreFk2OHRmTjdacFAydjN3RlpxWEZYYW54TUxYQWJBaUd6MDRDaHhUYTB6MXpsTHc1OUZQN2JFM3NEejJDaVNDakhsbFgz?oc=5"" target=""_blank"">Opinion | I’m the Republican Governor of Ohio. Here Is the Truth About Springfield.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>"
JD Vance says allegations against Mark Robinson 'aren't necessarily reality' - NBC News,"Sun, 22 Sep 2024 02:21:05 GMT",NBC News,https://news.google.com/rss/articles/CBMirwFBVV95cUxQLXpvQ21Sa0s1WklYTEFiOEIycktIMDVRY0NEd0w2aWxvUnJMbEp3YlpZVE5QTWowaVBVelBvaURheUcyY2wxUXF6c0Q4dEhXZWlPS1c1T0psQ1k2SFVWT0xJSlM5MlNlWVJNRDg1REREM0FwNTZTcU1FaE1IajBqWVpyQkNUbG5SSDhLcGpwa2NhZVBsOE8tUVJ0M3RPejdqck5qWXV0b2lCbWxLSFQw0gFmQVVfeXFMT3FyX2RXQ1FOMDBFeHQtQlZQLVdYUUVLU1d5OTdEdlc0RHh3OFV6UGpUYUQ0WVF4emdHdXpaSUZ6bXhscHowcGtXamtUNkNnMUIwcGhTeHdmNjh6UTRFT1REY09EeTlB?oc=5,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxQLXpvQ21Sa0s1WklYTEFiOEIycktIMDVRY0NEd0w2aWxvUnJMbEp3YlpZVE5QTWowaVBVelBvaURheUcyY2wxUXF6c0Q4dEhXZWlPS1c1T0psQ1k2SFVWT0xJSlM5MlNlWVJNRDg1REREM0FwNTZTcU1FaE1IajBqWVpyQkNUbG5SSDhLcGpwa2NhZVBsOE8tUVJ0M3RPejdqck5qWXV0b2lCbWxLSFQw0gFmQVVfeXFMT3FyX2RXQ1FOMDBFeHQtQlZQLVdYUUVLU1d5OTdEdlc0RHh3OFV6UGpUYUQ0WVF4emdHdXpaSUZ6bXhscHowcGtXamtUNkNnMUIwcGhTeHdmNjh6UTRFT1REY09EeTlB?oc=5"" target=""_blank"">JD Vance says allegations against Mark Robinson 'aren't necessarily reality'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NBC News</font>"
"Opinion | Fine, Let’s Do What JD Vance Wants: Talk About Immigration - The New York Times","Fri, 20 Sep 2024 09:03:18 GMT",The New York Times,https://news.google.com/rss/articles/CBMiggFBVV95cUxQcDg4cFdSY0dxbDk1eGJiT3FCaHhXWFZ2Wk4wOHdyNjRZbUo4MXUwZXhneG5PRC1lUEZHVG5VTHhBM01sNjFrcFQ0RWxHNktJemlwXzRCSWNTVmNiX21TWm9Gc3c4NUNTbEtmZDFKRlNOanhDZUItNmVhUXpTR2VERTFB?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiggFBVV95cUxQcDg4cFdSY0dxbDk1eGJiT3FCaHhXWFZ2Wk4wOHdyNjRZbUo4MXUwZXhneG5PRC1lUEZHVG5VTHhBM01sNjFrcFQ0RWxHNktJemlwXzRCSWNTVmNiX21TWm9Gc3c4NUNTbEtmZDFKRlNOanhDZUItNmVhUXpTR2VERTFB?oc=5"" target=""_blank"">Opinion | Fine, Let’s Do What JD Vance Wants: Talk About Immigration</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>"
"Opinion: JD Vance to Springfield, Ohio: 'You're expendable' - Los Angeles Times","Thu, 19 Sep 2024 10:00:58 GMT",Los Angeles Times,https://news.google.com/rss/articles/CBMirwFBVV95cUxQdHEtVkJ6RDd1ZGt5SXFmWXctVFVRZXpmSFc2QVIyTk1vczNuZU96Wlc1UVhiSE1sOXJyUHY4LW9LQU95ZjdGRHdMaDNLck9nLTI1OEp3LW1INUJBSWF3NXVtVF9kZDBrRVc3SXlSS0s1UFJ3dW9mamEwUl8tdm1yazNzWGVxRmdZTXZrcDNVYkFzYS05eU1Tc3pfdmUtczR0VzNCRExJbXlkSG04M2pz?oc=5,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxQdHEtVkJ6RDd1ZGt5SXFmWXctVFVRZXpmSFc2QVIyTk1vczNuZU96Wlc1UVhiSE1sOXJyUHY4LW9LQU95ZjdGRHdMaDNLck9nLTI1OEp3LW1INUJBSWF3NXVtVF9kZDBrRVc3SXlSS0s1UFJ3dW9mamEwUl8tdm1yazNzWGVxRmdZTXZrcDNVYkFzYS05eU1Tc3pfdmUtczR0VzNCRExJbXlkSG04M2pz?oc=5"" target=""_blank"">Opinion: JD Vance to Springfield, Ohio: 'You're expendable'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Los Angeles Times</font>"
"JD Vance to Appear With Tucker Carlson, Who Amplified False Holocaust Claims - The New York Times","Sat, 21 Sep 2024 20:36:11 GMT",The New York Times,https://news.google.com/rss/articles/CBMifEFVX3lxTFB6N293bmhTNS1VRnlaVjJWcnZONkhnUFM5ZS10TEQ3NXZ5TlczdHJKaUItZE5wNnNmME5mLUkzQXJDTFhUYzVTVXJyVTl4ZXJBVm9tS3llM0NNbm9YdXplekd6YTBiZDlDZUZDRHpuLVNoUzBXUzNwcEdkV1Q?oc=5,"<a href=""https://news.google.com/rss/articles/CBMifEFVX3lxTFB6N293bmhTNS1VRnlaVjJWcnZONkhnUFM5ZS10TEQ3NXZ5TlczdHJKaUItZE5wNnNmME5mLUkzQXJDTFhUYzVTVXJyVTl4ZXJBVm9tS3llM0NNbm9YdXplekd6YTBiZDlDZUZDRHpuLVNoUzBXUzNwcEdkV1Q?oc=5"" target=""_blank"">JD Vance to Appear With Tucker Carlson, Who Amplified False Holocaust Claims</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>"
A British Ally of JD Vance Opens Up About the Vice-Presidential Candidate - POLITICO,"Thu, 19 Sep 2024 18:15:52 GMT",POLITICO,https://news.google.com/rss/articles/CBMikgFBVV95cUxOTlVzcmdWNnBiSTRSajRFMlJIdkFzNjAzTDZiWjd1UHJmSWhKb2lvck5EaHYwdWRmNkxPVVlaRXEtSl9XdjlJcENLYmgxc1NDc05Odkk0ZVBSaDZKY3p3YUdvTnIxMDBGRUxXZUs3QzNXTEJHT2RhMUNsZ0FyMVdlUzJfcWxtS2tLN0swNUZ5UTMydw?oc=5,"<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxOTlVzcmdWNnBiSTRSajRFMlJIdkFzNjAzTDZiWjd1UHJmSWhKb2lvck5EaHYwdWRmNkxPVVlaRXEtSl9XdjlJcENLYmgxc1NDc05Odkk0ZVBSaDZKY3p3YUdvTnIxMDBGRUxXZUs3QzNXTEJHT2RhMUNsZ0FyMVdlUzJfcWxtS2tLN0swNUZ5UTMydw?oc=5"" target=""_blank"">A British Ally of JD Vance Opens Up About the Vice-Presidential Candidate</a>&nbsp;&nbsp;<font color=""#6f6f6f"">POLITICO</font>"
How the Trump Campaign Ran With Rumors About Pet-Eating Migrants—After Being Told They Weren’t True - WSJ - The Wall Street Journal,"Wed, 18 Sep 2024 04:01:00 GMT",The Wall Street Journal,https://news.google.com/rss/articles/CBMikgFBVV95cUxQQ0luZFRzdVpsVFNqZWJEcEp3QUI1ejNQMThYWXItWVdDZFFlWnJON3JyUlpnc2VFZmJwVGJoUFBMTDR3LURDUEdQSUs1dmlDc0dDVG50dUhtZV9qUnF3OFB2eGx2b1dVamkwV3ZLUnUzRmlTRGZGT094bDhiZFRuS3pLTzNhOU5kcmhNUWdCUmtoQQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxQQ0luZFRzdVpsVFNqZWJEcEp3QUI1ejNQMThYWXItWVdDZFFlWnJON3JyUlpnc2VFZmJwVGJoUFBMTDR3LURDUEdQSUs1dmlDc0dDVG50dUhtZV9qUnF3OFB2eGx2b1dVamkwV3ZLUnUzRmlTRGZGT094bDhiZFRuS3pLTzNhOU5kcmhNUWdCUmtoQQ?oc=5"" target=""_blank"">How the Trump Campaign Ran With Rumors About Pet-Eating Migrants—After Being Told They Weren’t True - WSJ</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Wall Street Journal</font>"
Vance says Haitian migrants with protected status are 'illegal aliens' to be deported - NPR,"Wed, 18 Sep 2024 22:50:29 GMT",NPR,https://news.google.com/rss/articles/CBMipAFBVV95cUxNYnBCQmdYcXU1YjE0UEgxcUlkeU5xcFB4clhfcHFrNTZlTDcyVHdKSzFfSlZka0ptZEtXRExQQ0hjN1A5QjNGMUs1YzZsVGMwZEp0bkZSZFpMcXFNclk4SkdVZkVRYUZZaE1nV1hPNUsyblJjN1Bud3pLMWJ2Sms1c3pLbExXTjk0cldvV2FfajJqNVZjVE1heWJ6X3dIbl9zZ3hLZg?oc=5,"<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxNYnBCQmdYcXU1YjE0UEgxcUlkeU5xcFB4clhfcHFrNTZlTDcyVHdKSzFfSlZka0ptZEtXRExQQ0hjN1A5QjNGMUs1YzZsVGMwZEp0bkZSZFpMcXFNclk4SkdVZkVRYUZZaE1nV1hPNUsyblJjN1Bud3pLMWJ2Sms1c3pLbExXTjk0cldvV2FfajJqNVZjVE1heWJ6X3dIbl9zZ3hLZg?oc=5"" target=""_blank"">Vance says Haitian migrants with protected status are 'illegal aliens' to be deported</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NPR</font>"
Presidential politics arrives in Berks County with a visit from JD Vance - Reading Eagle,"Sun, 22 Sep 2024 00:43:35 GMT",Reading Eagle,https://news.google.com/rss/articles/CBMirwFBVV95cUxPQlMyVjF5bjdNdTlWRU9NQnIzYjZ1UTczZmY2enp6ME05WmJYZS02Zk5hYUxzLXpUQ2xFMXhfRW52c21RQUF6bzdZRHd5Q0dUalFGM2oyUWFvVW5wNnAteEhQekpSOHZzLW94d2hoTWNWLS1DRmR3Yk1leWoxd2RybWZfYTYtTk54eFl2dHJhTzBBdmxmMTBsZFpZWWV0REt0VTRPT3ZaZm01d202NG9J0gG0AUFVX3lxTFBUdnJmblZERVRTeUxzU1dfN3Y0TzZucmN1eXVWVjdNTkFXZnpGcm9MUWJNNEwyNnZSa2hFemstOVN1SFQ5bHlxR3FieDE3V0NQbHJEYXpBaXItWERZTFg0eklTUkkzRGNGb19PMmlFZ3o4bnExSXZsVUQ2eWt0ZWFCSkdHWmFPVHl3Nll4WVVRUjJzQ3dQVTB0a0xLc0FmS1FzTFFjaDR6VUFDcTN5UGRabDhuLQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxPQlMyVjF5bjdNdTlWRU9NQnIzYjZ1UTczZmY2enp6ME05WmJYZS02Zk5hYUxzLXpUQ2xFMXhfRW52c21RQUF6bzdZRHd5Q0dUalFGM2oyUWFvVW5wNnAteEhQekpSOHZzLW94d2hoTWNWLS1DRmR3Yk1leWoxd2RybWZfYTYtTk54eFl2dHJhTzBBdmxmMTBsZFpZWWV0REt0VTRPT3ZaZm01d202NG9J0gG0AUFVX3lxTFBUdnJmblZERVRTeUxzU1dfN3Y0TzZucmN1eXVWVjdNTkFXZnpGcm9MUWJNNEwyNnZSa2hFemstOVN1SFQ5bHlxR3FieDE3V0NQbHJEYXpBaXItWERZTFg0eklTUkkzRGNGb19PMmlFZ3o4bnExSXZsVUQ2eWt0ZWFCSkdHWmFPVHl3Nll4WVVRUjJzQ3dQVTB0a0xLc0FmS1FzTFFjaDR6VUFDcTN5UGRabDhuLQ?oc=5"" target=""_blank"">Presidential politics arrives in Berks County with a visit from JD Vance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reading Eagle</font>"
JD Vance holds first solo rally in North Carolina - Spectrum News,"Thu, 19 Sep 2024 18:20:00 GMT",Spectrum News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQbVFlRTUzZWlQdHFSd1AyUFFxdjdTcUZIVEdOb0p4aFVSQ3dHSkNxT05yWUUycnBEaE1uNDdlS3k1dG5NdlNqM2UwWS1PN0F4Wm4xZVZCVXNqWXEwbzR6T3YxUFE2Nk0xTWhybDloWWtqY1RpR1dBRnBfZ3dnNDBTS1gtcFd4MUxkVE1WS0hYN2JKRmRNMUh2RlI0Q1RFbFVkcU5lOE9IUnVJVXF4LVRkWXFfR2tNbHE2?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxQbVFlRTUzZWlQdHFSd1AyUFFxdjdTcUZIVEdOb0p4aFVSQ3dHSkNxT05yWUUycnBEaE1uNDdlS3k1dG5NdlNqM2UwWS1PN0F4Wm4xZVZCVXNqWXEwbzR6T3YxUFE2Nk0xTWhybDloWWtqY1RpR1dBRnBfZ3dnNDBTS1gtcFd4MUxkVE1WS0hYN2JKRmRNMUh2RlI0Q1RFbFVkcU5lOE9IUnVJVXF4LVRkWXFfR2tNbHE2?oc=5"" target=""_blank"">JD Vance holds first solo rally in North Carolina</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Spectrum News</font>"
JD Vance to speak at two events in Charlotte next week - WBTV,"Fri, 20 Sep 2024 22:07:00 GMT",WBTV,https://news.google.com/rss/articles/CBMihAFBVV95cUxNMzNWcWlkSEhaa3BVR0Zmemk3UjFqNU1rcW9hWnNkLTlYR2hITk9oQXdvdk1VNlhRall1MllONkk5Q0xSNkhsMEdZVmJITV9jUUFjaW84ZFN0dDRkaUI3TmdTSGVsWGpUcFFLNml3bksxZXpQcWtXNHV5eU1qMlNkLXQ0QzLSAZgBQVVfeXFMTUl3SkJ0WklCZkdHalFtTkNkanZZZVMxdnJMMGxMOURmeHNVRkdWRUZJVGRKTllPOG1MaEdGeVd2ZXF4TFd3VEhGV29XUGpNOExsZVdzeEpRVmgtT0hFQ3RidWxBdWNoV3U0WWstMTV2SEFHaDQzQ0d5Q0JsMEREWlNOOFU1NV9zemViYjVlYU5iTHZoV05NUVE?oc=5,"<a href=""https://news.google.com/rss/articles/CBMihAFBVV95cUxNMzNWcWlkSEhaa3BVR0Zmemk3UjFqNU1rcW9hWnNkLTlYR2hITk9oQXdvdk1VNlhRall1MllONkk5Q0xSNkhsMEdZVmJITV9jUUFjaW84ZFN0dDRkaUI3TmdTSGVsWGpUcFFLNml3bksxZXpQcWtXNHV5eU1qMlNkLXQ0QzLSAZgBQVVfeXFMTUl3SkJ0WklCZkdHalFtTkNkanZZZVMxdnJMMGxMOURmeHNVRkdWRUZJVGRKTllPOG1MaEdGeVd2ZXF4TFd3VEhGV29XUGpNOExsZVdzeEpRVmgtT0hFQ3RidWxBdWNoV3U0WWstMTV2SEFHaDQzQ0d5Q0JsMEREWlNOOFU1NV9zemViYjVlYU5iTHZoV05NUVE?oc=5"" target=""_blank"">JD Vance to speak at two events in Charlotte next week</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WBTV</font>"
"JD Vance Mercilessly Mocked Over His Springfield, Ohio, 'Challenge' - HuffPost","Sun, 22 Sep 2024 07:52:13 GMT",HuffPost,https://news.google.com/rss/articles/CBMioAFBVV95cUxQbzdqUG9Da01wUWtNUGlia21qT2pvaG1XTThXX3dLMHI1QWdDLVNMajJRdldVcl9wMmxFUENpWDBKejBiTXRMQThUdFllTUk1d0lRcjB6ZlF3enBaZU9SRVBCTkw2SEJtMGdLd3VKVVN1eWduZGR6RUVWM1hKWmpnT0FOdFFRcE14MzNQZnE0VUJSWUxHRUw4ZUNlNVVBYzBy0gGmAUFVX3lxTE94VHBrVkxXNjE3eTVLOE1MNkV2U2NEYlBmSEg0Vzg5RGhldDEyQVJqRUtTbFBVeG1yc1dHMmdwckE0NUFXa0l4UkZYbmQ0YnNiYzBBTjRSdmQzVEh5U2JUdmJkR0g1VGJYTDNLM3BuRjFmaVZBOU5DYjNOUTQxLUxsLVhIUGd0M1pqOTV1UUNWVjVGY1FRZmpsU0ladFZFUG00aDBtVXc?oc=5,"<a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxQbzdqUG9Da01wUWtNUGlia21qT2pvaG1XTThXX3dLMHI1QWdDLVNMajJRdldVcl9wMmxFUENpWDBKejBiTXRMQThUdFllTUk1d0lRcjB6ZlF3enBaZU9SRVBCTkw2SEJtMGdLd3VKVVN1eWduZGR6RUVWM1hKWmpnT0FOdFFRcE14MzNQZnE0VUJSWUxHRUw4ZUNlNVVBYzBy0gGmAUFVX3lxTE94VHBrVkxXNjE3eTVLOE1MNkV2U2NEYlBmSEg0Vzg5RGhldDEyQVJqRUtTbFBVeG1yc1dHMmdwckE0NUFXa0l4UkZYbmQ0YnNiYzBBTjRSdmQzVEh5U2JUdmJkR0g1VGJYTDNLM3BuRjFmaVZBOU5DYjNOUTQxLUxsLVhIUGd0M1pqOTV1UUNWVjVGY1FRZmpsU0ladFZFUG00aDBtVXc?oc=5"" target=""_blank"">JD Vance Mercilessly Mocked Over His Springfield, Ohio, 'Challenge'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">HuffPost</font>"
JD Vance defends baseless rumor about Haitian immigrants eating pets - CNN,"Sun, 15 Sep 2024 17:57:00 GMT",CNN,https://news.google.com/rss/articles/CBMimwFBVV95cUxOMVBFd0RNcWlvWThibkRDM3JSY2YtOEFVODhHNXd1T3NWLW9yVTZ3M05TZVlxNVhNZ1JyRE1yR0c0akJVQm5FSjNjSWdSWlN3al9jOEJaSEdSZ1Y1T215SEtEZUs2dzlEVFVmSEpRQW1XQmdjblNNTG9ZbUsxXy1xamh2c2FaVUVtcGl3RkhuQnZZa2VKQUxtSnlKMNIBkgFBVV95cUxNMWtnQnBIQlhhV0F6RVNMbVQtNUpaazBRcmpVZ3lsdnVpMG1hMkJtVzNZZ1JnY2ZrZnVMVlpxU29wb3Q3QlFoeVBYRkdQUzNOZnF6aWhfVEt0ZDg4cEZaRlMwREpjQUZxNDhla0dDaHVHTjVMYnhWclp3cllFQ29ka1U2QVNrYTR3VHBhWTNlXzVPUQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMimwFBVV95cUxOMVBFd0RNcWlvWThibkRDM3JSY2YtOEFVODhHNXd1T3NWLW9yVTZ3M05TZVlxNVhNZ1JyRE1yR0c0akJVQm5FSjNjSWdSWlN3al9jOEJaSEdSZ1Y1T215SEtEZUs2dzlEVFVmSEpRQW1XQmdjblNNTG9ZbUsxXy1xamh2c2FaVUVtcGl3RkhuQnZZa2VKQUxtSnlKMNIBkgFBVV95cUxNMWtnQnBIQlhhV0F6RVNMbVQtNUpaazBRcmpVZ3lsdnVpMG1hMkJtVzNZZ1JnY2ZrZnVMVlpxU29wb3Q3QlFoeVBYRkdQUzNOZnF6aWhfVEt0ZDg4cEZaRlMwREpjQUZxNDhla0dDaHVHTjVMYnhWclp3cllFQ29ka1U2QVNrYTR3VHBhWTNlXzVPUQ?oc=5"" target=""_blank"">JD Vance defends baseless rumor about Haitian immigrants eating pets</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN</font>"
How JD Vance reopened the health care fight - POLITICO,"Thu, 19 Sep 2024 23:00:00 GMT",POLITICO,https://news.google.com/rss/articles/CBMiuAFBVV95cUxONTI4Q0RXRXh1MEVQdHhXMGJRQ09oOFRfOVFqZFFORGF6bk9UTlhrTFJmcVhELUh2NG9IN2tkdzhWQ2d6ZTdIdXhxZWktWTBxU3BTZFN5LVBBUlFhWU01U2RJY2pLSkVmN1QyR0tlZWNDUHF2YXJtWm9RNUtobFRLcHptOWJjMzBHVmFQNXI1YjhjcFIzMDhnM0JEenhsZWFJVXZIUmNpU2VrN29NTDYyZGRGRzRxVjRS?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxONTI4Q0RXRXh1MEVQdHhXMGJRQ09oOFRfOVFqZFFORGF6bk9UTlhrTFJmcVhELUh2NG9IN2tkdzhWQ2d6ZTdIdXhxZWktWTBxU3BTZFN5LVBBUlFhWU01U2RJY2pLSkVmN1QyR0tlZWNDUHF2YXJtWm9RNUtobFRLcHptOWJjMzBHVmFQNXI1YjhjcFIzMDhnM0JEenhsZWFJVXZIUmNpU2VrN29NTDYyZGRGRzRxVjRS?oc=5"" target=""_blank"">How JD Vance reopened the health care fight</a>&nbsp;&nbsp;<font color=""#6f6f6f"">POLITICO</font>"
"JD Vance's Springfield, Ohio 'Challenge' Called Out With Key Fact - Newsweek","Sat, 21 Sep 2024 23:07:42 GMT",Newsweek,https://news.google.com/rss/articles/CBMinAFBVV95cUxPUFJyQXRNMjNPdkplVHVQcnlTNml4a3hWdkFvdVB0TWFoNzljZ3Y3NlV3cWhLR2tNbV9qeTVWRkhVS2o2Z2VEelR1TFZ3SmZnNDNLNUJKaHV1OHpOMjVQX2txdzJFUzlicGlWZFNnQTczUV9FU1JmWVZjUEpsdTI0TzRvb194eVhYTERWaWY2eGpUdjVTakRsS3JMc00?oc=5,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxPUFJyQXRNMjNPdkplVHVQcnlTNml4a3hWdkFvdVB0TWFoNzljZ3Y3NlV3cWhLR2tNbV9qeTVWRkhVS2o2Z2VEelR1TFZ3SmZnNDNLNUJKaHV1OHpOMjVQX2txdzJFUzlicGlWZFNnQTczUV9FU1JmWVZjUEpsdTI0TzRvb194eVhYTERWaWY2eGpUdjVTakRsS3JMc00?oc=5"" target=""_blank"">JD Vance's Springfield, Ohio 'Challenge' Called Out With Key Fact</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Newsweek</font>"
JD Vance keeps getting ahead of Donald Trump on policy - Semafor,"Thu, 19 Sep 2024 10:06:00 GMT",Semafor,https://news.google.com/rss/articles/CBMingFBVV95cUxNbDdKUDZCdnpteFpzZ0pickpQRVgzOTFST0x0cGgxbHNvRmZsNlhzNWtSazJFOGNBMF81R04xYkw5eXlMT3FCUVFPMzI3NW00NW9oSEN5NDVkaVVjRFkzX3FXU3VobGVHclNLbFBwcHZtZFNuNXI0aU95cU9wZEIwaklaQkJaUzJwWnlJVkdUMmo4eVBVT09wcDQ4NF9YQQ?oc=5,"<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxNbDdKUDZCdnpteFpzZ0pickpQRVgzOTFST0x0cGgxbHNvRmZsNlhzNWtSazJFOGNBMF81R04xYkw5eXlMT3FCUVFPMzI3NW00NW9oSEN5NDVkaVVjRFkzX3FXU3VobGVHclNLbFBwcHZtZFNuNXI0aU95cU9wZEIwaklaQkJaUzJwWnlJVkdUMmo4eVBVT09wcDQ4NF9YQQ?oc=5"" target=""_blank"">JD Vance keeps getting ahead of Donald Trump on policy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Semafor</font>"
JD Vance campaigning in Traverse City next week - WXYZ 7 Action News Detroit,"Fri, 20 Sep 2024 22:21:49 GMT",WXYZ 7 Action News Detroit,https://news.google.com/rss/articles/CBMikAFBVV95cUxNZTNWa1JDbkdXa3E3RGNIdml1cExkYnJKNGJ2UGNyOTFwSnJpNEJoZmVyVm5sX21CdmNoaG5BMnFnOEphMVdQY19CUlhtaVRMeUNhcXg2aWNZLS16R3RMa2Q0LWpFc21Kb1NGeUUzUGpqcFRyYWFGTnk4Tm9LQnFSOGJEd3dqblZXbEFySDFnclY?oc=5,"<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxNZTNWa1JDbkdXa3E3RGNIdml1cExkYnJKNGJ2UGNyOTFwSnJpNEJoZmVyVm5sX21CdmNoaG5BMnFnOEphMVdQY19CUlhtaVRMeUNhcXg2aWNZLS16R3RMa2Q0LWpFc21Kb1NGeUUzUGpqcFRyYWFGTnk4Tm9LQnFSOGJEd3dqblZXbEFySDFnclY?oc=5"" target=""_blank"">JD Vance campaigning in Traverse City next week</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WXYZ 7 Action News Detroit</font>"
"Trump Increases Rhetoric, Says Immigrants Are ‘Attacking Villages’ - Forbes","Sun, 22 Sep 2024 13:09:51 GMT",Forbes,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPQ3JTc0J1cUlHRFVfN1kxekMzZ3o2eVBwMV9hLUtfYldrM3lLNGZjbkZDOFE1dVQ1bWJjVElTQ29kTGhJYlpwbWlLVm81NUlpNFZSRldHcG5GVWFubWVqT2dET3hZVUdUSUh0VUlfUmNlbDZXeTFRc1hSaV9fanJZVjVOS2hKcDF6eF9rejY1SWdOZXNCRnU1ZmI4aVdNZk9FSmF5dTJ4aU44bjhRalNYYnI2cXR0dTFmUXlz?oc=5,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxPQ3JTc0J1cUlHRFVfN1kxekMzZ3o2eVBwMV9hLUtfYldrM3lLNGZjbkZDOFE1dVQ1bWJjVElTQ29kTGhJYlpwbWlLVm81NUlpNFZSRldHcG5GVWFubWVqT2dET3hZVUdUSUh0VUlfUmNlbDZXeTFRc1hSaV9fanJZVjVOS2hKcDF6eF9rejY1SWdOZXNCRnU1ZmI4aVdNZk9FSmF5dTJ4aU44bjhRalNYYnI2cXR0dTFmUXlz?oc=5"" target=""_blank"">Trump Increases Rhetoric, Says Immigrants Are ‘Attacking Villages’</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forbes</font>"
